time_step,subject_id,activity_id,activity_name,total_acc_x
1961,1,4,SITTING,0.9330751
1962,1,4,SITTING,0.9321647
1963,1,4,SITTING,0.9274486
1964,1,4,SITTING,0.9214067
1965,1,4,SITTING,0.9231137
1966,1,4,SITTING,0.9273053
1967,1,4,SITTING,0.9257001
1968,1,4,SITTING,0.9269781
1969,1,4,SITTING,0.9286004
1970,1,4,SITTING,0.9288942
1971,1,4,SITTING,0.9297654
1972,1,4,SITTING,0.9266494
1973,1,4,SITTING,0.9258599
1974,1,4,SITTING,0.9267779
1975,1,4,SITTING,0.9260044
1976,1,4,SITTING,0.9267563
1977,1,4,SITTING,0.9261866
1978,1,4,SITTING,0.9263159
1979,1,4,SITTING,0.9270671
1980,1,4,SITTING,0.9277551
1981,1,4,SITTING,0.9296898
1982,1,4,SITTING,0.9274756
1983,1,4,SITTING,0.9258401
1984,1,4,SITTING,0.9293461
1985,1,4,SITTING,0.9315546
1986,1,4,SITTING,0.9304854
1987,1,4,SITTING,0.9289204
1988,1,4,SITTING,0.9285483
1989,1,4,SITTING,0.9281632
1990,1,4,SITTING,0.9281222
1991,1,4,SITTING,0.927213
1992,1,4,SITTING,0.9254334
1993,1,4,SITTING,0.9266514
1994,1,4,SITTING,0.9267545
1995,1,4,SITTING,0.9261471
1996,1,4,SITTING,0.9286369
1997,1,4,SITTING,0.9276121
1998,1,4,SITTING,0.9193808
1999,1,4,SITTING,0.90814
2000,1,4,SITTING,0.8991767
2001,1,4,SITTING,0.8915449
2002,1,4,SITTING,0.8900645
2003,1,4,SITTING,0.8938406
2004,1,4,SITTING,0.8830987
2005,1,4,SITTING,0.8745633
2006,1,4,SITTING,0.8895147
2007,1,4,SITTING,0.9041706
2008,1,4,SITTING,0.9178303
2009,1,4,SITTING,0.9523555
2010,1,4,SITTING,0.9907662
2011,1,4,SITTING,0.9899707
2012,1,4,SITTING,0.9698239
2013,1,4,SITTING,0.9713756
2014,1,4,SITTING,0.9518923
2015,1,4,SITTING,0.9231002
2016,1,4,SITTING,0.9476637
2017,1,4,SITTING,1.008766
2018,1,4,SITTING,1.069117
2019,1,4,SITTING,1.068734
2020,1,4,SITTING,1.031107
2021,1,4,SITTING,1.024973
2022,1,4,SITTING,0.9846557
2023,1,4,SITTING,0.9539213
2024,1,4,SITTING,1.009529
2025,1,4,SITTING,1.03683
2026,1,4,SITTING,1.006967
2027,1,4,SITTING,0.9711366
2028,1,4,SITTING,0.9248494
2029,1,4,SITTING,0.887129
2030,1,4,SITTING,0.8782788
2031,1,4,SITTING,0.8874284
2032,1,4,SITTING,0.8879131
2033,1,4,SITTING,0.898795
2034,1,4,SITTING,0.9172977
2035,1,4,SITTING,0.8890845
2036,1,4,SITTING,0.8334353
2037,1,4,SITTING,0.7805059
2038,1,4,SITTING,0.7611046
2039,1,4,SITTING,0.7915521
2040,1,4,SITTING,0.8032852
2041,1,4,SITTING,0.7882579
2042,1,4,SITTING,0.7815199
2043,1,4,SITTING,0.7588909
2044,1,4,SITTING,0.7186269
2045,1,4,SITTING,0.6960658
2046,1,4,SITTING,0.70179
2047,1,4,SITTING,0.7297977
2048,1,4,SITTING,0.791946
2049,1,4,SITTING,0.8516093
2050,1,4,SITTING,0.8441189
2051,1,4,SITTING,0.803984
2052,1,4,SITTING,0.7901217
2053,1,4,SITTING,0.8057328
2054,1,4,SITTING,0.8343014
2055,1,4,SITTING,0.8524711
2056,1,4,SITTING,0.863091
2057,1,4,SITTING,0.8571776
2058,1,4,SITTING,0.8260138
2059,1,4,SITTING,0.8164652
2060,1,4,SITTING,0.8339383
2061,1,4,SITTING,0.8574377
2062,1,4,SITTING,0.874014
2063,1,4,SITTING,0.8487889
2064,1,4,SITTING,0.8056898
2065,1,4,SITTING,0.7878997
2066,1,4,SITTING,0.8023935
2067,1,4,SITTING,0.8261406
2068,1,4,SITTING,0.8177763
2069,1,4,SITTING,0.7906339
2070,1,4,SITTING,0.7608973
2071,1,4,SITTING,0.747371
2072,1,4,SITTING,0.7666948
2073,1,4,SITTING,0.7713694
2074,1,4,SITTING,0.7676095
2075,1,4,SITTING,0.7636279
2076,1,4,SITTING,0.7335827
2077,1,4,SITTING,0.7132586
2078,1,4,SITTING,0.705209
2079,1,4,SITTING,0.7075164
2080,1,4,SITTING,0.7219236
2081,1,4,SITTING,0.7181341
2082,1,4,SITTING,0.7264331
2083,1,4,SITTING,0.7415759
2084,1,4,SITTING,0.7374748
2085,1,4,SITTING,0.7490573
2086,1,4,SITTING,0.7671012
2087,1,4,SITTING,0.7719264
2088,1,4,SITTING,0.7634516
2089,1,4,SITTING,0.7521111
2090,1,4,SITTING,0.7643231
2091,1,4,SITTING,0.7801468
2092,1,4,SITTING,0.7866777
2093,1,4,SITTING,0.7873457
2094,1,4,SITTING,0.768578
2095,1,4,SITTING,0.7515247
2096,1,4,SITTING,0.7504976
2097,1,4,SITTING,0.7523516
2098,1,4,SITTING,0.7533446
2099,1,4,SITTING,0.7566473
2100,1,4,SITTING,0.761096
2101,1,4,SITTING,0.7536572
2102,1,4,SITTING,0.7409619
2103,1,4,SITTING,0.7389059
2104,1,4,SITTING,0.7508273
2105,1,4,SITTING,0.7756605
2106,1,4,SITTING,0.7878979
2107,1,4,SITTING,0.7787361
2108,1,4,SITTING,0.7720674
2109,1,4,SITTING,0.7723684
2110,1,4,SITTING,0.7735264
2111,1,4,SITTING,0.7771575
2112,1,4,SITTING,0.7827733
2113,1,4,SITTING,0.7854019
2114,1,4,SITTING,0.7856816
2115,1,4,SITTING,0.7849668
2116,1,4,SITTING,0.7786674
2117,1,4,SITTING,0.7719811
2118,1,4,SITTING,0.7723207
2119,1,4,SITTING,0.7741417
2120,1,4,SITTING,0.7715772
2121,1,4,SITTING,0.7714227
2122,1,4,SITTING,0.774023
2123,1,4,SITTING,0.7748094
2124,1,4,SITTING,0.7809285
2125,1,4,SITTING,0.7853063
2126,1,4,SITTING,0.7839298
2127,1,4,SITTING,0.7847569
2128,1,4,SITTING,0.7806671
2129,1,4,SITTING,0.7748599
2130,1,4,SITTING,0.7717698
2131,1,4,SITTING,0.7676861
2132,1,4,SITTING,0.7678894
2133,1,4,SITTING,0.769691
2134,1,4,SITTING,0.7715372
2135,1,4,SITTING,0.7752625
2136,1,4,SITTING,0.7772036
2137,1,4,SITTING,0.7784045
2138,1,4,SITTING,0.778828
2139,1,4,SITTING,0.7781287
2140,1,4,SITTING,0.7751283
2141,1,4,SITTING,0.7709299
2142,1,4,SITTING,0.7738053
2143,1,4,SITTING,0.7788033
2144,1,4,SITTING,0.7786267
2145,1,4,SITTING,0.7790285
2146,1,4,SITTING,0.7783896
2147,1,4,SITTING,0.7751554
2148,1,4,SITTING,0.7748309
2149,1,4,SITTING,0.7761203
2150,1,4,SITTING,0.7775649
2151,1,4,SITTING,0.7782648
2152,1,4,SITTING,0.7773009
2153,1,4,SITTING,0.7769396
2154,1,4,SITTING,0.7764137
2155,1,4,SITTING,0.7769777
2156,1,4,SITTING,0.778446
2157,1,4,SITTING,0.7778474
2158,1,4,SITTING,0.7787906
2159,1,4,SITTING,0.7815221
2160,1,4,SITTING,0.7815192
2161,1,4,SITTING,0.7775217
2162,1,4,SITTING,0.7739241
2163,1,4,SITTING,0.7772874
2164,1,4,SITTING,0.7812585
2165,1,4,SITTING,0.7795149
2166,1,4,SITTING,0.7790943
2167,1,4,SITTING,0.7789236
2168,1,4,SITTING,0.7767622
2169,1,4,SITTING,0.7780968
2170,1,4,SITTING,0.7791863
2171,1,4,SITTING,0.7789537
2172,1,4,SITTING,0.7805825
2173,1,4,SITTING,0.7805962
2174,1,4,SITTING,0.780303
2175,1,4,SITTING,0.7798872
2176,1,4,SITTING,0.7785759
2177,1,4,SITTING,0.7796643
2178,1,4,SITTING,0.7811115
2179,1,4,SITTING,0.7820473
2180,1,4,SITTING,0.7815055
2181,1,4,SITTING,0.779717
2182,1,4,SITTING,0.7803343
2183,1,4,SITTING,0.7791219
2184,1,4,SITTING,0.7767724
2185,1,4,SITTING,0.7782209
2186,1,4,SITTING,0.7802828
2187,1,4,SITTING,0.7825454
2188,1,4,SITTING,0.7831547
2189,1,4,SITTING,0.7778195
2190,1,4,SITTING,0.7739295
2191,1,4,SITTING,0.7791959
2192,1,4,SITTING,0.7842158
2193,1,4,SITTING,0.7807225
2194,1,4,SITTING,0.7782908
2195,1,4,SITTING,0.7798248
2196,1,4,SITTING,0.7789306
2197,1,4,SITTING,0.7789432
2198,1,4,SITTING,0.7792812
2199,1,4,SITTING,0.7769513
2200,1,4,SITTING,0.7765642
2201,1,4,SITTING,0.778952
2202,1,4,SITTING,0.7813302
2203,1,4,SITTING,0.7800865
2204,1,4,SITTING,0.7787009
2205,1,4,SITTING,0.783201
2206,1,4,SITTING,0.7851748
2207,1,4,SITTING,0.7800973
2208,1,4,SITTING,0.776109
2209,1,4,SITTING,0.7775893
2210,1,4,SITTING,0.7798026
2211,1,4,SITTING,0.7787437
2212,1,4,SITTING,0.779149
2213,1,4,SITTING,0.7798127
2214,1,4,SITTING,0.7794386
2215,1,4,SITTING,0.7814291
2216,1,4,SITTING,0.7811685
2217,1,4,SITTING,0.7798954
2218,1,4,SITTING,0.7793183
2219,1,4,SITTING,0.7785516
2220,1,4,SITTING,0.7806371
2221,1,4,SITTING,0.7808669
2222,1,4,SITTING,0.7794224
2223,1,4,SITTING,0.7774132
2224,1,4,SITTING,0.7735995
2225,1,4,SITTING,0.7753623
2226,1,4,SITTING,0.7795769
2227,1,4,SITTING,0.7805541
2228,1,4,SITTING,0.7791848
2229,1,4,SITTING,0.7757661
2230,1,4,SITTING,0.7764542
2231,1,4,SITTING,0.7798359
2232,1,4,SITTING,0.7806381
2233,1,4,SITTING,0.7799531
2234,1,4,SITTING,0.7775848
2235,1,4,SITTING,0.7769728
2236,1,4,SITTING,0.7765542
2237,1,4,SITTING,0.774403
2238,1,4,SITTING,0.7768752
2239,1,4,SITTING,0.7796105
2240,1,4,SITTING,0.7778759
2241,1,4,SITTING,0.7756545
2242,1,4,SITTING,0.7745566
2243,1,4,SITTING,0.7760563
2244,1,4,SITTING,0.777901
2245,1,4,SITTING,0.7778388
2246,1,4,SITTING,0.7779824
2247,1,4,SITTING,0.778797
2248,1,4,SITTING,0.7801571
2249,1,4,SITTING,0.7801023
2250,1,4,SITTING,0.7787034
2251,1,4,SITTING,0.778671
2252,1,4,SITTING,0.7780593
2253,1,4,SITTING,0.7777916
2254,1,4,SITTING,0.7812776
2255,1,4,SITTING,0.7827161
2256,1,4,SITTING,0.7785417
2257,1,4,SITTING,0.7758356
2258,1,4,SITTING,0.7763418
2259,1,4,SITTING,0.7766487
2260,1,4,SITTING,0.7776654
2261,1,4,SITTING,0.7797722
2262,1,4,SITTING,0.7808611
2263,1,4,SITTING,0.7786712
2264,1,4,SITTING,0.7759036
2265,1,4,SITTING,0.7762505
2266,1,4,SITTING,0.776633
2267,1,4,SITTING,0.7763904
2268,1,4,SITTING,0.7773692
2269,1,4,SITTING,0.7780299
2270,1,4,SITTING,0.777509
2271,1,4,SITTING,0.7758227
2272,1,4,SITTING,0.7746883
2273,1,4,SITTING,0.7757641
2274,1,4,SITTING,0.7769319
2275,1,4,SITTING,0.7767595
2276,1,4,SITTING,0.7778613
2277,1,4,SITTING,0.779093
2278,1,4,SITTING,0.7748562
2279,1,4,SITTING,0.7706567
2280,1,4,SITTING,0.7738998
2281,1,4,SITTING,0.7766785
2282,1,4,SITTING,0.7752276
2283,1,4,SITTING,0.7756068
2284,1,4,SITTING,0.7764795
2285,1,4,SITTING,0.7768748
2286,1,4,SITTING,0.7783065
2287,1,4,SITTING,0.7769588
2288,1,4,SITTING,0.7755532
2289,1,4,SITTING,0.7768431
2290,1,4,SITTING,0.7765386
2291,1,4,SITTING,0.7770384
2292,1,4,SITTING,0.7785585
2293,1,4,SITTING,0.7785141
2294,1,4,SITTING,0.7793449
2295,1,4,SITTING,0.7794241
2296,1,4,SITTING,0.7788389
2297,1,4,SITTING,0.7793473
2298,1,4,SITTING,0.778981
2299,1,4,SITTING,0.7783601
2300,1,4,SITTING,0.7785035
2301,1,4,SITTING,0.7792646
2302,1,4,SITTING,0.7795026
2303,1,4,SITTING,0.7788668
2304,1,4,SITTING,0.7792068
2305,1,4,SITTING,0.779341
2306,1,4,SITTING,0.7787623
2307,1,4,SITTING,0.7784109
2308,1,4,SITTING,0.777508
2309,1,4,SITTING,0.7775601
2310,1,4,SITTING,0.7781284
2311,1,4,SITTING,0.7775736
2312,1,4,SITTING,0.7777595
2313,1,4,SITTING,0.7775889
2314,1,4,SITTING,0.7757975
2315,1,4,SITTING,0.7745761
2316,1,4,SITTING,0.7747741
2317,1,4,SITTING,0.7751607
2318,1,4,SITTING,0.7740157
2319,1,4,SITTING,0.7733379
2320,1,4,SITTING,0.7746735
2321,1,4,SITTING,0.7752928
2322,1,4,SITTING,0.7755501
2323,1,4,SITTING,0.7779312
2324,1,4,SITTING,0.7814295
2325,1,4,SITTING,0.7811247
2326,1,4,SITTING,0.7778962
2327,1,4,SITTING,0.7780294
2328,1,4,SITTING,0.7784521
2329,1,4,SITTING,0.7779851
2330,1,4,SITTING,0.779594
2331,1,4,SITTING,0.778515
2332,1,4,SITTING,0.7768943
2333,1,4,SITTING,0.7783417
2334,1,4,SITTING,0.7787341
2335,1,4,SITTING,0.7791631
2336,1,4,SITTING,0.7795547
2337,1,4,SITTING,0.7786116
2338,1,4,SITTING,0.7785821
2339,1,4,SITTING,0.778698
2340,1,4,SITTING,0.7799821
2341,1,4,SITTING,0.7811832
2342,1,4,SITTING,0.7793586
2343,1,4,SITTING,0.7788918
2344,1,4,SITTING,0.7805136
2345,1,4,SITTING,0.7814342
2346,1,4,SITTING,0.781624
2347,1,4,SITTING,0.7811144
2348,1,4,SITTING,0.7819298
2349,1,4,SITTING,0.7821374
2350,1,4,SITTING,0.7796918
2351,1,4,SITTING,0.7787127
2352,1,4,SITTING,0.7790038
2353,1,4,SITTING,0.7783538
2354,1,4,SITTING,0.7780772
2355,1,4,SITTING,0.7802147
2356,1,4,SITTING,0.7830879
2357,1,4,SITTING,0.7817975
2358,1,4,SITTING,0.7793855
2359,1,4,SITTING,0.7792048
2360,1,4,SITTING,0.7788438
2361,1,4,SITTING,0.779313
2362,1,4,SITTING,0.7795346
2363,1,4,SITTING,0.7793289
2364,1,4,SITTING,0.7797116
2365,1,4,SITTING,0.7786795
2366,1,4,SITTING,0.7785671
2367,1,4,SITTING,0.7771719
2368,1,4,SITTING,0.7741638
2369,1,4,SITTING,0.775717
2370,1,4,SITTING,0.7780194
2371,1,4,SITTING,0.7792037
2372,1,4,SITTING,0.7789426
2373,1,4,SITTING,0.775775
2374,1,4,SITTING,0.7761727
2375,1,4,SITTING,0.7773414
2376,1,4,SITTING,0.7775392
2377,1,4,SITTING,0.7806522
2378,1,4,SITTING,0.7820179
2379,1,4,SITTING,0.783101
2380,1,4,SITTING,0.7823248
2381,1,4,SITTING,0.7781921
2382,1,4,SITTING,0.7794776
2383,1,4,SITTING,0.782537
2384,1,4,SITTING,0.7827881
2385,1,4,SITTING,0.7800709
2386,1,4,SITTING,0.7742754
2387,1,4,SITTING,0.7746274
2388,1,4,SITTING,0.7787438
2389,1,4,SITTING,0.779744
2390,1,4,SITTING,0.7809621
2391,1,4,SITTING,0.7804014
2392,1,4,SITTING,0.7787144
2393,1,4,SITTING,0.7793407
2394,1,4,SITTING,0.7811093
2395,1,4,SITTING,0.7822342
2396,1,4,SITTING,0.7801546
2397,1,4,SITTING,0.7783172
2398,1,4,SITTING,0.779253
2399,1,4,SITTING,0.7794173
2400,1,4,SITTING,0.778988
2401,1,4,SITTING,0.7791515
2402,1,4,SITTING,0.7791108
2403,1,4,SITTING,0.7781806
2404,1,4,SITTING,0.7774898
2405,1,4,SITTING,0.7779622
2406,1,4,SITTING,0.7787383
2407,1,4,SITTING,0.779429
2408,1,4,SITTING,0.7786974
2409,1,4,SITTING,0.7763076
2410,1,4,SITTING,0.7748473
2411,1,4,SITTING,0.7773198
2412,1,4,SITTING,0.7805853
2413,1,4,SITTING,0.7785132
2414,1,4,SITTING,0.774801
2415,1,4,SITTING,0.7732096
2416,1,4,SITTING,0.7731562
2417,1,4,SITTING,0.7751062
2418,1,4,SITTING,0.7752731
2419,1,4,SITTING,0.7746086
2420,1,4,SITTING,0.7759089
2421,1,4,SITTING,0.7774741
2422,1,4,SITTING,0.7799417
2423,1,4,SITTING,0.7795612
2424,1,4,SITTING,0.7773219
2425,1,4,SITTING,0.7780626
2426,1,4,SITTING,0.7775413
2427,1,4,SITTING,0.7766343
2428,1,4,SITTING,0.7765452
2429,1,4,SITTING,0.7757241
2430,1,4,SITTING,0.7758611
2431,1,4,SITTING,0.7745494
2432,1,4,SITTING,0.9528898
2433,1,4,SITTING,0.9580767
2434,1,4,SITTING,0.9495292
2435,1,4,SITTING,0.9450406
2436,1,4,SITTING,0.9529557
2437,1,4,SITTING,0.9554584
2438,1,4,SITTING,0.9552309
2439,1,4,SITTING,0.9567171
2440,1,4,SITTING,0.9608978
2441,1,4,SITTING,0.9576487
2442,1,4,SITTING,0.9533226
2443,1,4,SITTING,0.9577576
2444,1,4,SITTING,0.9597826
2445,1,4,SITTING,0.9623296
2446,1,4,SITTING,0.9651988
2447,1,4,SITTING,0.962283
2448,1,4,SITTING,0.9594022
2449,1,4,SITTING,0.9550269
2450,1,4,SITTING,0.9483766
2451,1,4,SITTING,0.9477189
2452,1,4,SITTING,0.9575488
2453,1,4,SITTING,0.9678695
2454,1,4,SITTING,0.9655795
2455,1,4,SITTING,0.958858
2456,1,4,SITTING,0.9580918
2457,1,4,SITTING,0.9591752
2458,1,4,SITTING,0.9617044
2459,1,4,SITTING,0.9653838
2460,1,4,SITTING,0.9669765
2461,1,4,SITTING,0.965698
2462,1,4,SITTING,0.9607998
2463,1,4,SITTING,0.9593879
2464,1,4,SITTING,0.9645671
2465,1,4,SITTING,0.9680627
2466,1,4,SITTING,0.9662283
2467,1,4,SITTING,0.9612246
2468,1,4,SITTING,0.9587592
2469,1,4,SITTING,0.9595796
2470,1,4,SITTING,0.9603335
2471,1,4,SITTING,0.9616376
2472,1,4,SITTING,0.9628555
2473,1,4,SITTING,0.9636778
2474,1,4,SITTING,0.9629395
2475,1,4,SITTING,0.9621564
2476,1,4,SITTING,0.9620142
2477,1,4,SITTING,0.9587053
2478,1,4,SITTING,0.9563605
2479,1,4,SITTING,0.9583407
2480,1,4,SITTING,0.9608505
2481,1,4,SITTING,0.960067
2482,1,4,SITTING,0.959722
2483,1,4,SITTING,0.9620019
2484,1,4,SITTING,0.9601021
2485,1,4,SITTING,0.9588723
2486,1,4,SITTING,0.9603892
2487,1,4,SITTING,0.9593652
2488,1,4,SITTING,0.9594285
2489,1,4,SITTING,0.9586412
2490,1,4,SITTING,0.9587695
2491,1,4,SITTING,0.962046
2492,1,4,SITTING,0.9621434
2493,1,4,SITTING,0.9633986
2494,1,4,SITTING,0.968194
2495,1,4,SITTING,0.9680089
2496,1,4,SITTING,0.9607088
2497,1,4,SITTING,0.9519295
2498,1,4,SITTING,0.9488804
2499,1,4,SITTING,0.9553854
2500,1,4,SITTING,0.9609437
2501,1,4,SITTING,0.9563744
2502,1,4,SITTING,0.9520443
2503,1,4,SITTING,0.951684
2504,1,4,SITTING,0.9526
2505,1,4,SITTING,0.9562215
2506,1,4,SITTING,0.9560622
2507,1,4,SITTING,0.9543523
2508,1,4,SITTING,0.9544121
2509,1,4,SITTING,0.9520232
2510,1,4,SITTING,0.9529068
2511,1,4,SITTING,0.9562796
2512,1,4,SITTING,0.9571602
2513,1,4,SITTING,0.9574124
2514,1,4,SITTING,0.9565449
2515,1,4,SITTING,0.956878
2516,1,4,SITTING,0.9572038
2517,1,4,SITTING,0.9553856
2518,1,4,SITTING,0.9546499
2519,1,4,SITTING,0.9538474
2520,1,4,SITTING,0.9541488
2521,1,4,SITTING,0.955524
2522,1,4,SITTING,0.955254
2523,1,4,SITTING,0.9549013
2524,1,4,SITTING,0.954185
2525,1,4,SITTING,0.9563636
2526,1,4,SITTING,0.96161
2527,1,4,SITTING,0.9618083
2528,1,4,SITTING,0.9545319
2529,1,4,SITTING,0.9474999
2530,1,4,SITTING,0.9522182
2531,1,4,SITTING,0.9616788
2532,1,4,SITTING,0.9629479
2533,1,4,SITTING,0.9604319
2534,1,4,SITTING,0.9560756
2535,1,4,SITTING,0.9533058
2536,1,4,SITTING,0.9546729
2537,1,4,SITTING,0.9539289
2538,1,4,SITTING,0.9540679
2539,1,4,SITTING,0.9545629
2540,1,4,SITTING,0.9536548
2541,1,4,SITTING,0.9542091
2542,1,4,SITTING,0.9520733
2543,1,4,SITTING,0.9497842
2544,1,4,SITTING,0.9500486
2545,1,4,SITTING,0.9510004
2546,1,4,SITTING,0.9528099
2547,1,4,SITTING,0.9531071
2548,1,4,SITTING,0.9536096
2549,1,4,SITTING,0.9545073
2550,1,4,SITTING,0.9541263
2551,1,4,SITTING,0.9545073
2552,1,4,SITTING,0.9557329
2553,1,4,SITTING,0.9568396
2554,1,4,SITTING,0.956205
2555,1,4,SITTING,0.9558897
2556,1,4,SITTING,0.9568523
2557,1,4,SITTING,0.9567303
2558,1,4,SITTING,0.9564544
2559,1,4,SITTING,0.9532667
2560,1,4,SITTING,0.9490704
2561,1,4,SITTING,0.950019
2562,1,4,SITTING,0.9525087
2563,1,4,SITTING,0.9546598
2564,1,4,SITTING,0.9582072
2565,1,4,SITTING,0.9602854
2566,1,4,SITTING,0.9579027
2567,1,4,SITTING,0.9536116
2568,1,4,SITTING,0.951906
2569,1,4,SITTING,0.9515825
2570,1,4,SITTING,0.95277
2571,1,4,SITTING,0.9549933
2572,1,4,SITTING,0.9529835
2573,1,4,SITTING,0.9501029
2574,1,4,SITTING,0.9499138
2575,1,4,SITTING,0.9497766
2576,1,4,SITTING,0.950184
2577,1,4,SITTING,0.9500631
2578,1,4,SITTING,0.9500943
2579,1,4,SITTING,0.9526078
2580,1,4,SITTING,0.9558501
2581,1,4,SITTING,0.9577623
2582,1,4,SITTING,0.9557782
2583,1,4,SITTING,0.9528561
2584,1,4,SITTING,0.9526768
2585,1,4,SITTING,0.9526185
2586,1,4,SITTING,0.9535895
2587,1,4,SITTING,0.9564832
2588,1,4,SITTING,0.9591361
2589,1,4,SITTING,0.9590267
2590,1,4,SITTING,0.9572188
2591,1,4,SITTING,0.9574034
2592,1,4,SITTING,0.9552661
2593,1,4,SITTING,0.9528205
2594,1,4,SITTING,0.9547114
2595,1,4,SITTING,0.9543336
2596,1,4,SITTING,0.9536665
2597,1,4,SITTING,0.954486
2598,1,4,SITTING,0.9529736
2599,1,4,SITTING,0.9530873
2600,1,4,SITTING,0.9555072
2601,1,4,SITTING,0.9577155
2602,1,4,SITTING,0.9572274
2603,1,4,SITTING,0.9552365
2604,1,4,SITTING,0.9553721
2605,1,4,SITTING,0.9537714
2606,1,4,SITTING,0.9521578
2607,1,4,SITTING,0.9538415
2608,1,4,SITTING,0.9545451
2609,1,4,SITTING,0.9541614
2610,1,4,SITTING,0.9541941
2611,1,4,SITTING,0.955119
2612,1,4,SITTING,0.9561161
2613,1,4,SITTING,0.9563536
2614,1,4,SITTING,0.9571766
2615,1,4,SITTING,0.9565763
2616,1,4,SITTING,0.9540022
2617,1,4,SITTING,0.9521233
2618,1,4,SITTING,0.9526042
2619,1,4,SITTING,0.9542449
2620,1,4,SITTING,0.9543807
2621,1,4,SITTING,0.9549902
2622,1,4,SITTING,0.9565304
2623,1,4,SITTING,0.9583109
2624,1,4,SITTING,0.9613664
2625,1,4,SITTING,0.9618085
2626,1,4,SITTING,0.9605023
2627,1,4,SITTING,0.9607481
2628,1,4,SITTING,0.9586052
2629,1,4,SITTING,0.9561993
2630,1,4,SITTING,0.9586122
2631,1,4,SITTING,0.9604903
2632,1,4,SITTING,0.9577583
2633,1,4,SITTING,0.9559919
2634,1,4,SITTING,0.9573568
2635,1,4,SITTING,0.9582464
2636,1,4,SITTING,0.9590171
2637,1,4,SITTING,0.9593706
2638,1,4,SITTING,0.9577904
2639,1,4,SITTING,0.9565838
2640,1,4,SITTING,0.9544606
2641,1,4,SITTING,0.9514308
2642,1,4,SITTING,0.9517158
2643,1,4,SITTING,0.9518703
2644,1,4,SITTING,0.9510541
2645,1,4,SITTING,0.9536744
2646,1,4,SITTING,0.9557751
2647,1,4,SITTING,0.9561381
2648,1,4,SITTING,0.9583312
2649,1,4,SITTING,0.9598321
2650,1,4,SITTING,0.9563809
2651,1,4,SITTING,0.9488244
2652,1,4,SITTING,0.9459184
2653,1,4,SITTING,0.9505668
2654,1,4,SITTING,0.9544719
2655,1,4,SITTING,0.9545849
2656,1,4,SITTING,0.9538772
2657,1,4,SITTING,0.9541742
2658,1,4,SITTING,0.9545237
2659,1,4,SITTING,0.9546662
2660,1,4,SITTING,0.9552496
2661,1,4,SITTING,0.9548873
2662,1,4,SITTING,0.9554065
2663,1,4,SITTING,0.9559558
2664,1,4,SITTING,0.9542486
2665,1,4,SITTING,0.9544479
2666,1,4,SITTING,0.957015
2667,1,4,SITTING,0.9588413
2668,1,4,SITTING,0.9578753
2669,1,4,SITTING,0.955983
2670,1,4,SITTING,0.9571289
2671,1,4,SITTING,0.9573664
2672,1,4,SITTING,0.9563719
2673,1,4,SITTING,0.9571299
2674,1,4,SITTING,0.9562042
2675,1,4,SITTING,0.9555783
2676,1,4,SITTING,0.9558359
2677,1,4,SITTING,0.9545722
2678,1,4,SITTING,0.9553888
2679,1,4,SITTING,0.9558733
2680,1,4,SITTING,0.9533174
2681,1,4,SITTING,0.9522384
2682,1,4,SITTING,0.9533774
2683,1,4,SITTING,0.9559347
2684,1,4,SITTING,0.95948
2685,1,4,SITTING,0.9605615
2686,1,4,SITTING,0.959555
2687,1,4,SITTING,0.9604686
2688,1,4,SITTING,0.9615226
2689,1,4,SITTING,0.959569
2690,1,4,SITTING,0.9565882
2691,1,4,SITTING,0.9555696
2692,1,4,SITTING,0.9588896
2693,1,4,SITTING,0.9616561
2694,1,4,SITTING,0.9559066
2695,1,4,SITTING,0.9502087
2696,1,4,SITTING,0.9528535
2697,1,4,SITTING,0.95391
2698,1,4,SITTING,0.9518047
2699,1,4,SITTING,0.9535593
2700,1,4,SITTING,0.9565342
2701,1,4,SITTING,0.960772
2702,1,4,SITTING,0.9630642
2703,1,4,SITTING,0.9559729
2704,1,4,SITTING,0.9497846
2705,1,4,SITTING,0.9510948
2706,1,4,SITTING,0.9506453
2707,1,4,SITTING,0.9504354
2708,1,4,SITTING,0.9548521
2709,1,4,SITTING,0.9566545
2710,1,4,SITTING,0.9551499
2711,1,4,SITTING,0.9554647
2712,1,4,SITTING,0.9558007
2713,1,4,SITTING,0.9553524
2714,1,4,SITTING,0.9558358
2715,1,4,SITTING,0.9567959
2716,1,4,SITTING,0.9589523
2717,1,4,SITTING,0.9604557
2718,1,4,SITTING,0.9596464
2719,1,4,SITTING,0.9594672
2720,1,4,SITTING,0.9595907
2721,1,4,SITTING,0.9575262
2722,1,4,SITTING,0.9543519
2723,1,4,SITTING,0.9524466
2724,1,4,SITTING,0.9515789
2725,1,4,SITTING,0.9504839
2726,1,4,SITTING,0.9506856
2727,1,4,SITTING,0.9526276
2728,1,4,SITTING,0.9532893
2729,1,4,SITTING,0.952704
2730,1,4,SITTING,0.953629
2731,1,4,SITTING,0.9546184
2732,1,4,SITTING,0.9539332
2733,1,4,SITTING,0.9531314
2734,1,4,SITTING,0.9528187
2735,1,4,SITTING,0.9535166
2736,1,4,SITTING,0.9549791
2737,1,4,SITTING,0.9563632
2738,1,4,SITTING,0.9586383
2739,1,4,SITTING,0.9589156
2740,1,4,SITTING,0.956156
2741,1,4,SITTING,0.9564123
